line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
293;anm;Anal;Anal language;;tbq-kuk;Kukish;;;;Latn;Anaal,Namfau;
294;ann;Obolo;Obolo language;;nic-lcr;Lower Cross River;;;;Latn;;
295;ano;Andoque;Andoque language;;qfa-iso;isolate;;;;Latn;;
296;anp;Angika;Angika language;;inc-eas;Eastern Indo-Aryan;;;;Deva;;
297;anq;Jarawa;Jarawa language;;qfa-ong;Ongan;;;;Latn;;
298;anr;Andh;Andh language;;inc-sou;Southern Indo-Aryan;;;;Deva;;
299;ans;Anserma;Anserma language;;sai-chc;Chocoan;;;;Latn;;
300;ant;Antakarinya;Antakarinya language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
301;anu;Anuak;Anuak language;;sdv-lon;Northern Luo;;;;Latn;;
302;anv;Denya;Denya language;;nic-mam;Mamfe;;;;Latn;;
303;anw;Anaang;Anaang language;;nic-ief;Ibibio-Efik;;;;Latn;Anang,Annang,Western Ibibio;
304;anx;Andra-Hus;Andra-Hus language;;poz-aay;Admiralty Islands;;;;Latn;;
305;any;Anyi;Anyi language;;alv-ctn;Central Tano;;;;Latn;;
306;anz;Anem;Anem language;;paa;Papuan;;;;Latn;;
307;aoa;Angolar;Angolar language;;crp;creole or pidgin;;;;Latn;;
308;aob;Abom;Abom language;;ngf;Trans-New Guinea;;;;Latn;;
309;aoc;Pemon;Pemon language;;sai-pem;Pemongan;;;;Latn;Arekuna,Arecuna;
310;aod;Andarum;Andarum language;;paa;Papuan;;;;Latn;;
311;aoe;Angal Enen;Angal Enen language;;paa-eng;Engan;;;;Latn;;
312;aof;Bragat;Bragat language;;qfa-tor;Torricelli;;;;Latn;;
313;aog;Angoram;Angoram language;;paa-lsp;Lower Sepik;;;;Latn;Pondo,Kanda,Maramba;
314;aoi;Anindilyakwa;Anindilyakwa language;;aus-arn;Arnhem;;;;Latn;;
315;aoj;Mufian;Mufian language;;qfa-tor;Torricelli;;;;Latn;;
316;aok;Arhö;Arhö language;;poz-cln;New Caledonian;;;;Latn;;
317;aol;Alor;Alor language;;poz;Malayo-Polynesian;;;;Latn;;
318;aom;Ömie;Ömie language;;ngf;Trans-New Guinea;;;;Latn;;
319;aon;Bumbita Arapesh;Bumbita Arapesh language;;qfa-tor;Torricelli;;;;Latn;;
320;aor;Aore;Aore language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
321;aos;Taikat;Taikat language;;paa-brd;Border;;;;Latn;;
322;aot;Atong (India);Atong (India) language;;tbq-bdg;Bodo-Garo;;;;Latn,Beng;;
323;aou;A'ou;A'ou language;;qfa-gel;Gelao;;;;Latn;Ayo,A'ou Gelao;
324;aox;Atorada;Atorada language;;awd;Arawakan;;;;Latn;;
325;aoz;Uab Meto;Uab Meto language;;poz-tim;Timoric;;;;Latn;;
326;apa-pro;Proto-Apachean;Proto-Apachean language;reconstructed;apa;Apachean;;;exceptional;Latinx;Proto-Apache,Proto-Southern Athabaskan;
327;apb;Sa'a;Sa'a language;;poz-sls;Southeast Solomonic;;;;Latn;South Malaita,Apae'aa;
328;apc;North Levantine Arabic;North Levantine Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
329;apd;Sudanese Arabic;Sudanese Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
330;ape;Bukiyip;Bukiyip language;;qfa-tor;Torricelli;;;;Latn;;
331;apf;Pahanan Agta;Pahanan Agta language;;phi;Philippine;;;;Latn;;
332;apg;Ampanang;Ampanang language;;poz;Malayo-Polynesian;;;;Latn;;
333;aph;Athpare;Athpare language;;sit-kie;Eastern Kiranti;;;;Deva,Latn;Athpariya;
334;api;Apiaká;Apiaká language;;tup-gua;Tupi-Guarani;;;;Latn;;
335;apj;Jicarilla;Jicarilla language;;apa;Apachean;;;;Latn;;
336;apk;Plains Apache;Plains Apache language;;apa;Apachean;;;;Latn;;
337;apl;Lipan;Lipan language;;apa;Apachean;;;;Latn;;
338;apm;Chiricahua;Chiricahua language;;apa;Apachean;;;;Latn;Mescalero,Mescalero-Chiricahua Apache;
339;apn;Apinayé;Apinayé language;;sai-nje;Northern Jê;;;;Latn;;
340;apo;Ambul;Ambul language;;poz-ocw;Western Oceanic;;;;Latn;;
341;app;Apma;Apma language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
342;apq;A-Pucikwar;A-Pucikwar language;;qfa-adc;Central Great Andamanese;;;;Latn;Pucikwar,Puchikwar,Aka-Pucikwar,Pujjukar,Bójigiáb,Bojigiab,Bojigyab;
343;apr;Arop-Lokep;Arop-Lokep language;;poz-ocw;Western Oceanic;;;;Latn;;
344;aps;Arop-Sissano;Arop-Sissano language;;poz-ocw;Western Oceanic;;;;Latn;;
345;apt;Apatani;Apatani language;;sit-tan;Tani;;;;Latn;Apa Tani,Tanii;
346;apu;Apurinã;Apurinã language;;awd;Arawakan;;;;Latn;;
347;apv;Alapmunte;Alapmunte language;;sai-nmk;Nambikwaran;;;;Latn;;
348;apw;Western Apache;Western Apache language;;apa;Apachean;;;;Latn;;
349;apx;Aputai;Aputai language;;poz-tim;Timoric;;;;Latn;;
350;apy;Apalaí;Apalaí language;;sai-gui;Guianan;;;;Latn;;
351;apz;Safeyoka;Safeyoka language;;ngf;Trans-New Guinea;;;;Latn;;
352;aqc;Archi;Archi language;;cau-lzg;Lezghian;;;;Cyrl;;
353;aqd;Ampari Dogon;Ampari Dogon language;;nic-dgw;West Dogon;;;;Latn;;
354;aqg;Arigidi;Arigidi language;;alv-von;Volta-Niger;;;;Latn;;
355;aql-pro;Proto-Algic;Proto-Algic language;reconstructed;aql;Algic;sortkey;;exceptional;Latinx;;
356;aqm;Atohwaim;Atohwaim language;;ngf;Trans-New Guinea;;;;Latn;;
357;aqn;Northern Alta;Northern Alta language;;phi;Philippine;;;;Latn;;
358;aqp;Atakapa;Atakapa language;;qfa-iso;isolate;;;;Latn;Akokisa,Orcoquiza,Eastern Atakapa,Western Atakapa;
359;aqr;Arhâ;Arhâ language;;poz-cln;New Caledonian;;;;Latn;;
360;aqt;Angaité;Angaité language;;sai-mas;Mascoian;;;;Latn;;
361;aqz;Akuntsu;Akuntsu language;;tup;Tupian;;;;Latn;;
362;ar;Arabic;Arabic language;;sem-arb;Arabic;sortkey;autodetect;;Arab,Hebr,Brai;;
363;arc;Aramaic;Aramaic language;;sem-ara;Aramaic;;autodetect;;Hebr,Armi,Syrc,Palm,Nbat,Phnx,Mand,Samr,Hatr;;
364;ard;Arabana;Arabana language;;aus-kar;Karnic;;;;Latn;;
365;are;Western Arrernte;Western Arrernte language;;aus-pam;Pama-Nyungan;;;;Latn;;
366;arh;Arhuaco;Arhuaco language;;cba;Chibchan;;;;Latn;Ika;
367;ari;Arikara;Arikara language;;cdd;Caddoan;;;;Latn;;
368;arj;Arapaso;Arapaso language;;sai-tuc;Tucanoan;;;;Latn;;
369;ark;Arikapú;Arikapú language;;sai-mje;Macro-Jê;;;;Latn;;
370;arl;Arabela;Arabela language;;sai-zap;Zaparoan;;;;Latn;;
371;arn;Mapudungun;Mapudungun language;;sai-ara;Araucanian;;;;Latn;Mapuche,Mapudungün,Mapuzugün,Mapudungu,Araucanian;
372;aro;Araona;Araona language;;sai-tac;Tacanan;;;;Latn;;
373;arp;Arapaho;Arapaho language;;alg-ara;Arapahoan;;;;Latn;;
374;arq;Algerian Arabic;Algerian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
375;arr;Arara-Karo;Arara-Karo language;;tup;Tupian;;;;Latn;Karo,Karo (Brazil),Ramarama,Itanga,Itogapuc,Itogapúk,Ntogapid,Ntogapig,Arára,Arára de Rondonia,Arára do Jiparaná,Uruku,Urukú;
376;ars;Najdi Arabic;Najdi Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
377;art-blk;Bolak;Bolak language;appendix-constructed;art;constructed;;;exceptional;Latn;;
378;art-bsp;Black Speech;Black Speech language;appendix-constructed;art;constructed;;;exceptional;Latn,Teng;;
379;art-com;Communicationssprache;Communicationssprache language;appendix-constructed;art;constructed;;;exceptional;Latn;;
380;art-dtk;Dothraki;Dothraki language;appendix-constructed;art;constructed;;;exceptional;Latn;;
381;art-elo;Eloi;Eloi language;appendix-constructed;art;constructed;;;exceptional;Latn;;
382;art-gld;Goa'uld;Goa'uld language;appendix-constructed;art;constructed;;;exceptional;Latn,Egyp,Mero;;
383;art-lap;Lapine;Lapine language;appendix-constructed;art;constructed;;;exceptional;Latn;;
384;art-man;Mandalorian;Mandalorian language;appendix-constructed;art;constructed;;;exceptional;Latn;;
385;art-mun;Mundolinco;Mundolinco language;appendix-constructed;art;constructed;;;exceptional;Latn;;
386;art-nav;Na'vi;Na'vi language;appendix-constructed;art;constructed;;;exceptional;Latn;;
387;art-nox;Noxilo;Noxilo language;appendix-constructed;art;constructed;;;exceptional;Latn;;
388;art-una;Unas;Unas language;appendix-constructed;art;constructed;;;exceptional;Latn;;
389;aru;Arua;Arua language;;auf;Arauan;;;;Latn;;
390;arv;Arbore;Arbore language;;cus-eas;East Cushitic;;;;Latn;;
391;arw;Arawak;Arawak language;;awd-taa;Ta-Arawakan;;;;Latn;Arowak,Lokono;
392;arx;Aruá;Aruá language;;tup;Tupian;;;;Latn;;
393;ary;Moroccan Arabic;Moroccan Arabic language;;sem-arb;Arabic;sortkey;autodetect;;Arab;;
394;arz;Egyptian Arabic;Egyptian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
395;as;Assamese;Assamese language;;inc-eas;Eastern Indo-Aryan;;;;as-Beng;;
396;asa;Pare;Pare language;;bnt-par;Pare;;;;Latn;Asu,Asu (Tanzania),Chasu,Kipare,Southern Pare,South Pare;
397;asb;Assiniboine;Assiniboine language;;sio-dkt;Dakotan;;;;Latn;;
398;asc;Casuarina Coast Asmat;Casuarina Coast Asmat language;;ngf;Trans-New Guinea;;;;Latn;;
399;ase;American Sign Language;American Sign Language;;sgn;sign;;;;Sgnw;;
400;asf;Auslan;Auslan language;;sgn;sign;;;;Latn;;
401;asg;Cishingini;Cishingini language;;nic-kam;Kambari;;;;Latn;;
402;ash;Abishira;Abishira language;;qfa-iso;isolate;;;;Latn;Tequiraca,Tekiráka,Avishiri,Auishiri,Agouisiri,Avirxiri,Abiquira,Abigira,Aiwa,Aewa;
403;asi;Buruwai;Buruwai language;;ngf;Trans-New Guinea;;;;Latn;;
404;asj;Nsari;Nsari language;;nic-bbe;Eastern Beboid;;;;Latn;;
405;ask;Ashkun;Ashkun language;;nur-sou;Southern Nuristani;;;;Arab,Latn;;
406;asl;Asilulu;Asilulu language;;poz-cma;Central Maluku;;;;Latn;;
407;asn;Xingú Asuriní;Xingú Asuriní language;;tup-gua;Tupi-Guarani;;;;Latn;;
408;aso;Dano;Dano language;;paa-kag;Kainantu-Goroka;;;;Latn;;
409;asp;Algerian Sign Language;Algerian Sign Language;;sgn;sign;;;;;;
410;asq;Austrian Sign Language;Austrian Sign Language;;sgn;sign;;;;Latn;;
411;asr;Asuri;Asuri language;;mun;Munda;;;;Latn;;
412;ass;Ipulo;Ipulo language;;nic-tvc;Central Tivoid;;;;Latn;;
413;ast;Asturian;Asturian language;;roa-ibe;West Iberian;;;;Latn;;
414;asu;Tocantins Asurini;Tocantins Asurini language;;tup-gua;Tupi-Guarani;;;;Latn;Asurini,Asuriní,Asuriní of Tocantins,Asuriní do Tocantins,Akwawa,Akwáwa;
415;asv;Asoa;Asoa language;;csu-maa;Mangbetu;;;;Latn;;
416;asw;Australian Aboriginal Sign Language;Australian Aboriginal Sign Language;;sgn;sign;;;;Latn;;
417;asx;Muratayak;Muratayak language;;ngf-fin;Finisterre;;;;Latn;;
418;asy;Yaosakor Asmat;Yaosakor Asmat language;;ngf;Trans-New Guinea;;;;Latn;;
419;asz;As;As language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
420;ata;Pele-Ata;Pele-Ata language;;paa;Papuan;;;;Latn;Ata,Wasi;
421;atb;Zaiwa;Zaiwa language;;tbq-brm;Burmish;;;;Latn;;
422;atc;Atsahuaca;Atsahuaca language;;sai-pan;Panoan;;;;Latn;;
423;atd;Ata Manobo;Ata Manobo language;;mno;Manobo;;;;Latn;;
424;ate;Atemble;Atemble language;;ngf-mad;Madang;;;;Latn;;
425;atg;Okpela;Okpela language;;alv-yek;Yekhee;;;;Latn;Ivbie North,Arhe,Ivbie North-Okpela-Arhe;
426;ath-nic;Nicola;Nicola language;;ath-nor;North Athabaskan;;;exceptional;Latn;;
427;ath-pro;Proto-Athabaskan;Proto-Athabaskan language;reconstructed;ath;Athabaskan;;;exceptional;Latinx;;
428;ati;Attié;Attié language;;alv-lag;Lagoon;;;;Latn;;
429;atj;Atikamekw;Atikamekw language;;alg;Algonquian;;;;Latn;;
430;atk;Ati;Ati language;;phi;Philippine;;;;Latn;;
431;atl;Mount Iraya Agta;Mount Iraya Agta language;;phi;Philippine;;;;Latn;;
432;atm;Ata;Ata language;;phi;Philippine;;;;Latn;;
433;ato;Atong (Cameroon);Atong (Cameroon) language;;nic-grs;Southwest Grassfields;;;;Latn;;
434;atp;Pudtol Atta;Pudtol Atta language;;phi;Philippine;;;;Latn;;
435;atq;Aralle-Tabulahan;Aralle-Tabulahan language;;poz-ssw;South Sulawesi;;;;Latn;;
436;atr;Waimiri-Atroari;Waimiri-Atroari language;;sai-car;Cariban;;;;Latn;;
437;ats;Gros Ventre;Gros Ventre language;;alg-ara;Arapahoan;;;;Latn;Atsina;
438;att;Pamplona Atta;Pamplona Atta language;;phi;Philippine;;;;Latn;;
439;atu;Reel;Reel language;;sdv-dnu;Dinka-Nuer;;;;Latn;;
440;atv;Northern Altai;Northern Altai language;;trk-sib;Siberian Turkic;;;;Cyrl;Northern Altay,Altai,Altay;
441;atw;Atsugewi;Atsugewi language;;nai-pal;Palaihnihan;;;;Latn;;
442;atx;Arutani;Arutani language;;;;;;Latn;;
443;aty;Aneityum;Aneityum language;;poz-oce;Oceanic;;;;Latn;;
444;atz;Arta;Arta language;;phi;Philippine;;;;Latn;;
445;aua;Asumboa;Asumboa language;;poz-oce;Oceanic;;;;Latn;;
446;aub;Alugu;Alugu language;;tbq-lol;Loloish;;;;Latn;;
447;auc;Huaorani;Huaorani language;;qfa-iso;isolate;;;;Latn;Waorani,Sabela,Wao,Huao,Aushiri,Ssabela,Wao Terero,Auka,Auca;
448;aud;Anuta;Anuta language;;poz-pnp;Nuclear Polynesian;;;;Latn;;
449;auf-pro;Proto-Arawa;Proto-Arawa language;reconstructed;auf;Arauan;;;exceptional;Latinx;;
450;aug;Aguna;Aguna language;;alv-gbe;Gbe;;;;Latn;;
451;auh;Aushi;Aushi language;;bnt-sbi;Sabi;;;;Latn;;
452;aui;Anuki;Anuki language;;poz-ocw;Western Oceanic;;;;Latn;;
453;auj;Awjila;Awjila language;;ber;Berber;;;;Latn,Arab,Tfng;;
454;auk;Heyo;Heyo language;;qfa-tor;Torricelli;;;;Latn;;
455;aul;Aulua;Aulua language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
456;aum;Asu;Asu language;;alv-ngb;Nupe-Gbagyi;;;;Latn;Abewa,Asu (Nigeria);
457;aun;Molmo One;Molmo One language;;qfa-tor;Torricelli;;;;Latn;;
458;auo;Auyokawa;Auyokawa language;;cdc-wst;West Chadic;;;;Latn;;
459;aup;Makayam;Makayam language;;ngf;Trans-New Guinea;;;;Latn;Tirio,Makaeyam,Aturu,Atura,Adulu;
460;auq;Anus;Anus language;;poz-ocw;Western Oceanic;;;;Latn;A,Korur,Korurnus;
461;aur;Aruek;Aruek language;;qfa-tor;Torricelli;;;;Latn;;
462;aus-alu;Alungul;Alungul language;;aus-pmn;Paman;;;exceptional;Latn;Ogh-Alungul,Alngula;
463;aus-and;Andjingith;Andjingith language;;aus-pmn;Paman;;;exceptional;Latn;;
464;aus-ang;Angkula;Angkula language;;aus-pmn;Paman;;;exceptional;Latn;Ogh-Anggula,Anggula,Ogh-Anggul,Anggul;
465;aus-arn-pro;Proto-Arnhem;Proto-Arnhem language;reconstructed;aus-arn;Arnhem;;;exceptional;Latinx;;
466;aus-bra;Barranbinya;Barranbinya language;;aus-pmn;Paman;;;exceptional;Latn;;
467;aus-brm;Barunggam;Barunggam language;;aus-pmn;Paman;;;exceptional;Latn;;
468;aus-cww-pro;Proto-Central New South Wales;Proto-Central New South Wales language;reconstructed;aus-cww;Central New South Wales;;;exceptional;Latinx;;
469;aus-dal-pro;Proto-Daly;Proto-Daly language;reconstructed;aus-dal;Daly;;;exceptional;Latinx;;
470;aus-guw;Guwar;Guwar language;;aus-pam;Pama-Nyungan;;;exceptional;Latn;Gowar,Goowar,Gooar,Guar,Gowr-burra,Ngugi,Mugee,Wogee,Gnoogee,Chunchiburri,Booroo-geen-merrie;
471;aus-lsw;Little Swanport;Little Swanport language;;;;;exceptional;Latn;;
472;aus-mbi;Mbiywom;Mbiywom language;;aus-pmn;Paman;;;exceptional;Latn;Mbeiwum;
473;aus-ngk;Ngkoth;Ngkoth language;;aus-pmn;Paman;;;exceptional;Latn;Ngkot,Nggoth;
474;aus-nyu-pro;Proto-Nyulnyulan;Proto-Nyulnyulan language;reconstructed;aus-nyu;Nyulnyulan;;;exceptional;Latinx;;
475;aus-pam-pro;Proto-Pama-Nyungan;Proto-Pama-Nyungan language;reconstructed;aus-pam;Pama-Nyungan;;;exceptional;Latinx;;
476;aus-tul;Tulua;Tulua language;;aus-pam;Pama-Nyungan;;;exceptional;Latn;Dappil,Dapil,Toolooa,Dulua,Narung,Dandan;
477;aus-uwi;Uwinymil;Uwinymil language;;aus-arn;Arnhem;;;exceptional;Latn;Uwinjmil;
478;aus-wdj-pro;Proto-Iwaidjan;Proto-Iwaidjan language;reconstructed;aus-wdj;Iwaidjan;;;exceptional;Latinx;;
479;aus-won;Wong-gie;Wong-gie language;;aus-pam;Pama-Nyungan;;;exceptional;Latn;;
480;aus-wul;Wulguru;Wulguru language;;aus-dyb;Dyirbalic;;;exceptional;Latn;Manbara,Wulgurugaba,Wulgurukaba,Nhawalgaba;
481;aus-ynk;Yangkaal;Yangkaal language;;aus-tnk;Tangkic;;;exceptional;Latn;;
482;aut;Austral;Austral language;;poz-pep;Eastern Polynesian;;;;Latn;;
483;auu;Auye;Auye language;;ngf;Trans-New Guinea;;;;Latn;;
484;auw;Awyi;Awyi language;;paa-brd;Border;;;;Latn;;
485;aux;Aurá;Aurá language;;tup-gua;Tupi-Guarani;;;;Latn;;
486;auy;Auyana;Auyana language;;paa-kag;Kainantu-Goroka;;;;Latn;;
487;auz;Uzbeki Arabic;Uzbeki Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
488;av;Avar;Avar language;;cau-nec;Northeast Caucasian;;autodetect;;Cyrl;;
489;avb;Avau;Avau language;;poz-ocw;Western Oceanic;;;;Latn;;
490;avd;Alviri-Vidari;Alviri-Vidari language;;xme;Median;;;;fa-Arab;Alviri,Vidari;
491;avi;Avikam;Avikam language;;alv-lag;Lagoon;;;;Latn;;
492;avk;Kotava;Kotava language;appendix-constructed;art;constructed;;;;Latn;;
493;avm;Angkamuthi;Angkamuthi language;;aus-pmn;Paman;;;;Latn;;
494;avn;Avatime;Avatime language;;alv-ktg;Ka-Togo;;;;Latn;;
495;avo;Agavotaguerra;Agavotaguerra language;;awd;Arawakan;;;;Latn;;
496;avs;Aushiri;Aushiri language;;sai-zap;Zaparoan;;;;Latn;;
497;avt;Au;Au language;;qfa-tor;Torricelli;;;;Latn;;
498;avu;Avokaya;Avokaya language;;csu-mma;Moru-Madi;;;;Latn;;
499;avv;Avá-Canoeiro;Avá-Canoeiro language;;tup-gua;Tupi-Guarani;;;;Latn;Avá,Canoe;
500;awa;Awadhi;Awadhi language;;inc-hie;Eastern Hindi;;;;Deva,Kthi,fa-Arab;;
501;awb;Awa (New Guinea);Awa (New Guinea) language;;paa-kag;Kainantu-Goroka;;;;Latn;;
502;awc;Cicipu;Cicipu language;;nic-kam;Kambari;;;;Latn;;
503;awd-ama;Amarizana;Amarizana language;;awd;Arawakan;;;exceptional;Latn;;
504;awd-amc-pro;Proto-Amuesha-Chamicuro;Proto-Amuesha-Chamicuro language;reconstructed;awd;Arawakan;;;exceptional;Latn;Western Maipuran;
505;awd-ana;Anauyá;Anauyá language;;awd;Arawakan;;;exceptional;Latn;;
506;awd-apo;Apolista;Apolista language;;awd;Arawakan;;;exceptional;Latn;Lapachu;
507;awd-cav;Cavere;Cavere language;;awd;Arawakan;;;exceptional;Latn;;
508;awd-gnu;Guinau;Guinau language;;awd;Arawakan;;;exceptional;Latn;Guinao,Inao,Guniare,Quinhau,Guiano;
509;awd-kar;Cariay;Cariay language;;awd;Arawakan;;;exceptional;Latn;;
510;awd-kaw;Kawishana;Kawishana language;;awd-nwk;Nawiki;;;exceptional;Latn;;
511;awd-kmp-pro;Proto-Kampa;Proto-Kampa language;reconstructed;awd;Arawakan;;;exceptional;Latn;Campa,Kampan,Campan,Pre-Andine Maipurean;
512;awd-kus;Kustenau;Kustenau language;;awd;Arawakan;;;exceptional;Latn;;
513;awd-man;Manao;Manao language;;awd;Arawakan;;;exceptional;Latn;;
514;awd-mar;Marawan;Marawan language;;awd;Arawakan;;;exceptional;Latn;;
515;awd-mpr;Maypure;Maypure language;;awd;Arawakan;;;exceptional;Latn;;
516;awd-mrt;Mariaté;Mariaté language;;awd-nwk;Nawiki;;;exceptional;Latn;;
517;awd-nwk-pro;Proto-Nawiki;Proto-Nawiki language;reconstructed;awd-nwk;Nawiki;;;exceptional;Latn;;
518;awd-pai;Paikoneka;Paikoneka language;;awd;Arawakan;;;exceptional;Latn;;
519;awd-pas;Passé;Passé language;;awd-nwk;Nawiki;;;exceptional;Latn;;
520;awd-pro;Proto-Arawak;Proto-Arawak language;reconstructed;awd;Arawakan;;;exceptional;Latn;Proto-Arawakan,Proto-Maipurean,Proto-Maipuran;
521;awd-prw-pro;Proto-Paresi-Waura;Proto-Paresi-Waura language;reconstructed;awd;Arawakan;;;exceptional;Latn;Paresí-Waurá,Parecí–Xingú,Paresí–Xingu,Central Arawak,Central Maipurean;
522;awd-she;Shebayo;Shebayo language;;awd;Arawakan;;;exceptional;Latn;;
523;awd-taa-pro;Proto-Ta-Arawak;Proto-Ta-Arawak language;reconstructed;awd-taa;Ta-Arawakan;;;exceptional;Latn;Proto-Ta-Arawakan,Proto-Caribbean Northern Arawak;
524;awd-wai;Wainumá;Wainumá language;;awd-nwk;Nawiki;;;exceptional;Latn;Wainuma,Wai,Waima,Wainumi,Wainambí,Waiwana,Waipi,Yanuma;
525;awd-yum;Yumana;Yumana language;;awd-nwk;Nawiki;;;exceptional;Latn;;
526;awe;Awetí;Awetí language;;tup;Tupian;;;;Latn;;
527;awg;Anguthimri;Anguthimri language;;aus-pam;Pama-Nyungan;;;;Latn;Alngith,Leningitij,Mpakwithi;
528;awh;Awbono;Awbono language;;ngf;Trans-New Guinea;;;;Latn;;
529;awi;Aekyom;Aekyom language;;ngf;Trans-New Guinea;;;;Latn;Awin;
530;awk;Awabakal;Awabakal language;;aus-pam;Pama-Nyungan;;;;Latn;;
531;awm;Arawum;Arawum language;;ngf-mad;Madang;;;;Latn;;
532;awn;Awngi;Awngi language;;cus-cen;Central Cushitic;;;;Ethi;;
533;awo;Awak;Awak language;;alv-wjk;Waja-Kam;;;;Latn;;
534;awr;Awera;Awera language;;paa-lkp;Lakes Plain;;;;Latn;;
535;aws;South Awyu;South Awyu language;;ngf;Trans-New Guinea;;;;Latn;;
536;awt;Araweté;Araweté language;;tup-gua;Tupi-Guarani;;;;Latn;;
537;awu;Central Awyu;Central Awyu language;;ngf;Trans-New Guinea;;;;Latn;;
538;awv;Jair Awyu;Jair Awyu language;;ngf;Trans-New Guinea;;;;Latn;;
539;aww;Awun;Awun language;;paa-spk;Sepik;;;;Latn;;
540;awx;Awara;Awara language;;ngf-fin;Finisterre;;;;Latn;;
541;awy;Edera Awyu;Edera Awyu language;;ngf;Trans-New Guinea;;;;Latn;;
542;axb;Abipon;Abipon language;;sai-guc;Guaicuruan;;;;Latn;Abipón,Callaga,Kalyaga;
543;axe;Ayerrerenge;Ayerrerenge language;;aus-pam;Pama-Nyungan;;;;Latn;;
544;axg;Mato Grosso Arára;Mato Grosso Arára language;;;;;;Latn;;
545;axk;Aka (Central Africa);Aka (Central Africa) language;;bnt-ngn;Ngondi-Ngiri;;;;Latn;Yaka,Yaka (Central African Republic),Aka,Beka;
546;axl;Lower Southern Aranda;Lower Southern Aranda language;;aus-pam;Pama-Nyungan;;;;Latn;Lower Southern Arrernte,Southern Arrernte,Southern Aranda;
547;axm;Middle Armenian;Middle Armenian language;;hyx;Armenian;;autodetect;;Armn;;
548;axx;Xaragure;Xaragure language;;poz-cln;New Caledonian;;;;Latn;;
549;ay;Aymara;Aymara language;;sai-aym;Aymaran;;;;Latn;;
550;aya;Awar;Awar language;;paa;Papuan;;;;Latn;;
551;ayb;Ayizo;Ayizo language;;alv-pph;Phla–Pherá;;;;Latn;;
552;ayd;Ayabadhu;Ayabadhu language;;aus-pmn;Paman;;;;Latn;;
553;aye;Ayere;Ayere language;;alv-aah;Ayere-Ahan;;;;Latn;;
554;ayg;Nyanga (Togo);Nyanga (Togo) language;;alv-gng;Guang;;;;Latn;;
555;ayi;Leyigha;Leyigha language;;nic-uce;East-West Upper Cross River;;;;Latn;;
556;ayk;Akuku;Akuku language;;alv-nwd;Northwestern Edoid;;;;Latn;;
557;ayl;Libyan Arabic;Libyan Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
558;ayn;Yemeni Arabic;Yemeni Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
559;ayo;Ayoreo;Ayoreo language;;sai-zam;Zamucoan;;;;Latn;Morotoco,Moro,Ayoweo,Ayoré,Pyeta Yovai;
560;ayp;North Mesopotamian Arabic;North Mesopotamian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;;
561;ayq;Ayi;Ayi language;;paa-spk;Sepik;;;;Latn;;
562;ays;Sorsogon Ayta;Sorsogon Ayta language;;phi;Philippine;;;;Latn;;
563;ayt;Bataan Ayta;Bataan Ayta language;;phi;Philippine;;;;Latn;Magbukun Ayta,Mariveleño;
564;ayu;Ayu;Ayu language;;alv;Atlantic-Congo;;;;Latn;;
565;ayy;Tayabas Ayta;Tayabas Ayta language;;phi;Philippine;;;;Latn;;
566;ayz;Maybrat;Maybrat language;;paa-wpa;West Papuan;;;;Latn;Mai Brat,Ajamaru,Ayamaru;
567;az;Azerbaijani;Azerbaijani language;;trk-ogz;Oghuz;;;;Latn,Cyrl,fa-Arab;;
568;aza;Azha;Azha language;;tbq-lol;Loloish;;;;Latn;;
569;azc-caz;Cazcan;Cazcan language;;azc;Uto-Aztecan;;;exceptional;Latn;;
570;azc-cup-pro;Proto-Cupan;Proto-Cupan language;reconstructed;azc-cup;Cupan;;;exceptional;Latinx;;
571;azc-ktn;Kitanemuk;Kitanemuk language;;azc-tak;Takic;;;exceptional;Latn;;
572;azc-nah-pro;Proto-Nahuan;Proto-Nahuan language;reconstructed;azc-nah;Nahuan;;;exceptional;Latinx;;
573;azc-num-pro;Proto-Numic;Proto-Numic language;reconstructed;azc-num;Numic;;;exceptional;Latinx;;
574;azc-pro;Proto-Uto-Aztecan;Proto-Uto-Aztecan language;reconstructed;azc;Uto-Aztecan;;;exceptional;Latinx;;
575;azc-tak-pro;Proto-Takic;Proto-Takic language;reconstructed;azc-tak;Takic;;;exceptional;Latinx;;
576;azc-tat;Tataviam;Tataviam language;;azc;Uto-Aztecan;;;exceptional;Latn;;
577;azd;Eastern Durango Nahuatl;Eastern Durango Nahuatl language;;azc-nah;Nahuan;;;;Latn;;
